VARIABLES = "X" "temp" "u" "rho" "H2" "H" "O" "O2" "OH" "H2O" "HO2" "CH2" "CH2(S)" "CH3" "CH4" "CO" "CO2" "HCO" "CH2O" "CH3O" "C2H4" "C2H5" "C2H6" "N2" "AR"
0.0 800.0 240.4977216630326 0.00042094379329859485 4.233031577268981e-08 9.71826739386777e-16 -2.063255084124178e-15 0.22014866477272677 2.0366944470248403e-16 6.712048371786113e-11 4.412887715495762e-13 4.589374444067331e-20 1.2479920699601789e-14 2.7197469979923214e-13 0.05518632035082701 1.3548154608032228e-12 1.6343449200407027e-14 6.270822642175285e-20 1.9871327855098907e-13 2.5001738913936496e-18 6.547085303480927e-15 3.560488996886528e-22 4.461270284761603e-14 0.7246649724766641 0.0
0.1 800.0000018778882 240.49848800110797 0.00042094245197933563 2.9356396634729047e-07 1.5644511185742307e-17 5.741721237778322e-17 0.2201486159809514 3.0803851594429333e-15 1.2054967363467756e-09 9.841183740984413e-12 9.180832823116509e-19 1.2373312902716282e-19 6.390522476705028e-12 0.055186295173019075 3.292739070353021e-11 4.5288546568352274e-13 1.643515517643669e-18 4.472389717597146e-12 6.714096421960794e-17 1.8786286849332928e-13 1.0403275077615897e-20 3.929425482066168e-13 0.7246647940218981 0.0
0.15 800.0000173215916 240.50058031680805 0.0004209387898489054 9.783434190101295e-07 1.4233503675028444e-17 3.449563379569677e-16 0.2201484818745558 1.8720851787285527e-14 9.007210662092745e-09 5.418053796198127e-11 3.579794763890368e-22 4.5824773974834044e-24 3.9273845966158084e-11 0.0551862252751711 3.0340137246332283e-10 5.046079604566558e-12 6.599248992202794e-21 2.8247470814106913e-11 4.180799126814393e-16 2.0446758808843954e-12 1.5031234424636025e-20 4.270432186556431e-12 0.7246643050631596 0.0
0.2 800.0001906371552 240.50891937402267 0.00042092419482834653 3.6952953137300038e-06 4.621152923612332e-16 4.6247684222783004e-15 0.22014793875139949 1.8253092917137778e-13 8.293941152115057e-08 5.487283323182368e-10 1.2214078585336858e-21 1.604865031514429e-22 3.8197027006431447e-10 0.05518593567484758 3.4851992466191657e-09 7.101628419976389e-11 5.812355296260123e-20 2.759648215458584e-10 4.597833275440803e-15 2.8017763593516683e-11 5.051879143644317e-19 6.330581332219116e-11 0.724662342484633 0.0
0.22500000000000003 800.0009413517444 240.5225245503062 0.0004209003852170217 8.077503186223771e-06 8.807519386533219e-15 5.0748294290341616e-14 0.22014702025959806 8.705446764094821e-13 3.549132375868729e-07 2.767254515535056e-09 2.7454467367567317e-20 3.601582388274943e-21 1.7985100655541428e-09 0.05518542270187001 1.791946367295484e-08 4.3458276799900067e-10 3.626827556851432e-19 1.2950985770104341e-09 3.4422610020854065e-14 1.6750873109309553e-10 1.2203114152461647e-17 4.076709120738489e-10 0.7246590998310545 0.0
0.25 800.0055300154777 240.55720363318102 0.0004208397075944179 1.896316647995358e-05 1.8117057750984695e-13 8.684927101644573e-13 0.22014451020259732 5.1096247835489865e-12 1.7798683121201094e-06 1.6810139423523264e-08 9.030462567999643e-19 1.1842494491014853e-19 1.0092041006038778e-08 0.055183911413226976 1.1004457792468299e-07 3.227443460760664e-09 5.485262164490303e-18 7.894133724557478e-09 6.354112061812951e-13 1.2129302490853493e-09 3.9280317692195627e-16 3.1999092767636973e-09 0.7246506828614138 0.0
0.27499999999999997 800.033558771834 240.64869168153044 0.00042067971585332895 4.600789314295164e-05 4.133260822586651e-12 1.8531609811456052e-11 0.22013695447715295 3.5506816926102333e-11 9.246411374329574e-06 1.0533633371371838e-07 3.608061347354905e-17 4.748066934570893e-18 5.857298686661081e-08 0.05517885063784659 6.980974967918456e-07 2.4684221435331358e-08 1.854701009240167e-16 5.134789949394075e-08 1.8272801923933092e-11 9.048798720359047e-09 1.3033710343534755e-14 2.5791325122602904e-08 0.7246279676249651 0.0
0.2875 800.101180340292 240.75744481875486 0.00042048968958662225 7.45894734547704e-05 4.035703191391905e-11 1.711925137042973e-10 0.22012607533021347 1.5368520612736705e-10 2.485035739234899e-05 3.221698884250296e-07 4.499360246184891e-16 5.919206450321422e-17 1.7014490903163176e-07 0.055170798971373676 2.1792662072664126e-06 8.918376037748675e-08 2.526419422667448e-15 1.648611851631255e-07 1.6738457897273458e-10 3.2052931869434385e-08 1.3741152591089896e-13 9.649042389010531e-08 0.7246006311655026 0.0
0.3 800.3408767398757 240.98538642545725 0.0004200919596834641 0.0001243968051708431 3.1999587013729124e-10 1.2931706269410213e-09 0.22009806668162873 8.824535273145773e-10 7.353196500805895e-05 1.0864332142598027e-06 8.145590844107577e-15 1.0775347393848365e-15 5.447850395761775e-07 0.05514884143963335 7.647414579601356e-06 3.6919858986456945e-07 5.1332564071029547e-14 6.125660675259014e-07 1.6824162274787345e-09 1.297658078148674e-07 1.8243141150976087e-12 4.137855567972248e-07 0.7245443549797929 0.0
0.30625 800.6885506796632 241.21336892981697 0.0004196949103146647 0.00016317313679897532 1.1863337328431571e-09 4.450081394952437e-09 0.2200644616850288 2.8347825554462556e-09 0.0001365424156478013 2.141400898805532e-06 5.031326896709762e-14 6.647752108507555e-15 1.052128926419709e-06 0.055122050826894545 1.5899328922100502e-05 8.59930983093259e-07 3.475849187897854e-13 1.3236408553662344e-06 6.4698975419809205e-09 2.9756696769087305e-07 1.071059420367537e-11 9.766553353607289e-07 0.7244912063305445 0.0
