VARIABLES = "X" "temp" "u" "rho" "NC12H26" "H" "O" "OH" "HO2" "H2" "H2O" "H2O2" "O2" "CH3" "CH4" "CH2O" "CO" "CO2" "C2H2" "C2H4" "C2H6" "CH2CHO" "aC3H5" "C3H6" "C2H3CHO" "C4H7" "C4H81" "C5H9" "C5H10" "C6H12" "C7H14" "C8H16" "C9H18" "PXC9H19" "C10H20" "C12H24" "C12H25O2" "OC12H23OOH" "N2"
0.0 800.0 229.366255927407 0.00046369082871467436 0.06283386469248368 5.011755349218431e-15 -1.2108141766781791e-14 1.5263547950195813e-13 4.894180190669292e-11 3.323456536015552e-08 5.46351990104154e-11 4.2504766887945255e-12 0.2183667369647837 3.362734309584545e-12 2.142013437376697e-12 7.780456443477181e-12 8.909360039516473e-12 1.352671927016342e-14 1.0657858593018066e-14 6.084960422667173e-11 3.0447503207701485e-14 3.696847074599554e-13 -6.289256367874256e-14 1.1884870638444341e-11 2.650716585240372e-15 1.5148525071076906e-13 1.911648548877273e-11 8.766032849708602e-22 3.7402519110451325e-12 4.021021860377963e-12 4.316142120974897e-12 9.288912134387171e-12 5.59725725661843e-12 2.0759207293053503e-13 4.018120168134444e-12 2.746670270589668e-13 1.6607538446881044e-12 2.9509070992941245e-12 0.7187993648495576
0.1 799.9999955963638 229.3668639378717 0.00046368959955335877 0.06283389046652209 2.529371052842231e-16 1.885374756732374e-16 2.2774266069420018e-12 1.0877890718913096e-09 2.2442406119562325e-07 9.727001037038319e-10 9.552878623219008e-11 0.21836671841161603 7.0262379637981e-11 4.2195950587615784e-11 2.0435414661381596e-10 1.9944773201523765e-10 3.7733816953003913e-13 2.593162382999399e-13 1.6270416688651537e-09 8.532504449028879e-14 9.564470776054883e-12 -6.177215876388214e-14 4.4048927373652517e-10 2.577290476794166e-15 1.2381440935860237e-13 8.060572259085631e-10 4.0753696709343815e-20 1.743593787753324e-10 2.0736678279610273e-10 2.420645993343001e-10 5.600404660909949e-10 3.61084220103017e-10 1.3777217740915687e-11 2.772718322400318e-10 2.150556889859306e-11 1.3273009964380263e-10 2.462317374320477e-10 0.7187991589028736
0.15 799.9999948839993 229.36848195433916 0.00046368632858342717 0.06283396952946999 3.2554912875800274e-16 3.047700531682581e-16 3.2658569055259557e-12 1.7170574278301144e-09 7.324685719533838e-07 5.726301284157408e-09 1.712897664686337e-10 0.21836667194404377 1.084374409265447e-10 1.0550767309210871e-10 3.559784498482371e-10 5.747759110618626e-10 4.193956847582514e-12 2.739101204219056e-12 2.67892231843299e-09 7.283554799543202e-13 1.4153303533660086e-11 -6.044417266169468e-14 7.154533169938046e-10 2.6076815915040204e-15 1.113850835310722e-13 1.3141781420263558e-09 6.73083479841844e-20 2.8672864917753756e-10 3.4122113093748267e-10 3.9847337613111216e-10 9.223032078702964e-10 5.9481669984413e-10 1.7199632095048688e-11 4.569119194300397e-10 3.546934087129664e-11 1.7419641954127102e-10 3.5989738980384283e-10 0.7187986089776601
0.2 800.0000161220455 229.3747634893807 0.00046367363031672807 0.06283428524628375 5.107249470174929e-16 4.814115869604065e-16 4.4626987301696006e-12 2.644627116661358e-09 2.701870059481753e-06 4.8994031927074836e-08 3.1851646249225874e-10 0.21836649019335364 1.757566342162223e-10 5.242203715489368e-10 6.281832335952291e-10 3.7216101339989905e-09 5.885379466534291e-11 3.656849016990217e-11 4.332538452838986e-09 1.0427120417284934e-11 1.9329931266094644e-11 -5.060014141453154e-14 1.0754096342232284e-09 4.0475436572411795e-15 1.0026763079593922e-13 1.9801573805278908e-09 1.022415188591135e-19 4.3587260538184595e-10 5.183840309716847e-10 6.050618224121472e-10 1.4002070244416336e-09 9.027796597566245e-10 2.1385037820136757e-11 6.934068031887058e-10 5.383433400897346e-11 2.2756564976899188e-10 4.886037039597057e-10 0.7187964528184544
0.22500000000000003 800.0001315594136 229.38471573163173 0.0004636535130553015 0.0628347897279383 8.983900459185674e-16 8.835656456935402e-16 5.973639959163972e-12 3.98584778774906e-09 5.810968007169411e-06 2.0622419976505394e-07 5.557906695597073e-10 0.21836618627523405 3.373034786805128e-10 2.086889599744885e-09 1.111119869323871e-09 1.7232390089285505e-08 3.592458366017072e-10 2.1386972406763153e-10 6.895523232263042e-09 6.649115253614867e-11 2.4348157882395785e-11 1.1952935613484704e-14 1.3598744980358842e-09 1.6133952829825352e-14 9.57775735450788e-14 2.48936170455275e-09 1.2716781764910145e-19 5.494265242634895e-10 6.509567618656238e-10 7.578018490100294e-10 1.7504887443897855e-09 1.1267903312412344e-09 2.7267141862331408e-11 8.643277932220468e-10 6.696711890378666e-11 3.0507520035904453e-10 6.156752495556732e-10 0.718792963365689
0.25 800.0009229865774 229.4091911200256 0.00046360404642427767 0.06283603116791588 3.4810979513729865e-15 3.3509780298181564e-15 1.2913995158579984e-11 1.0188134397747602e-08 1.3392202051211454e-05 1.0233723598563929e-06 1.632391874593054e-09 0.2183653388820255 1.2560981486200651e-09 1.0950979005746003e-08 3.788009088228564e-09 1.0214752568303022e-07 2.6606124064835884e-09 1.5120219980547857e-09 2.0571717008402944e-08 5.174323907546124e-10 4.408100009681966e-11 6.28616384409627e-13 2.1724340263846993e-09 1.526506520130244e-13 1.0045499723539488e-13 3.86184212780435e-09 1.8849605393759893e-19 8.527444684982494e-10 9.975178438645597e-10 1.1513250721303151e-09 2.643670020953586e-09 1.6927602426912486e-09 5.5702312732348804e-11 1.2927994302689152e-09 9.944791656719359e-11 6.833200594845807e-10 1.1265703042125083e-09 0.7187840424627082
0.27499999999999997 800.0062939911468 229.47019148300325 0.00046348080595054377 0.06283910662133917 3.123144991783689e-14 2.3921578443092657e-14 5.225645897960755e-11 4.521275988507138e-08 3.188061860461804e-05 5.272663218016803e-06 7.3662407006772105e-09 0.218362605630249 6.9508742335916865e-09 6.161755930966645e-08 2.146176954282432e-08 6.38251689716732e-07 2.0293568626885373e-08 1.101773011470195e-08 1.1118343632828271e-07 4.1443188956879535e-09 1.473727567845892e-10 6.769345860799852e-12 5.918092883449446e-09 1.6931562859864642e-12 2.1135858877421096e-13 9.769685542632285e-09 4.413139070650067e-19 2.1389759466810176e-09 2.4494556391172212e-09 2.791454793584375e-09 6.357758293789172e-09 4.042814683721613e-09 2.2173128743275778e-10 3.0709268153443473e-09 2.341310351646533e-10 2.901402050161791e-09 3.870105987280467e-09 0.7187601629917486
0.2875 800.0206022017082 229.53675501043307 0.00046334640082081 0.06284240989944037 1.5431912333800706e-13 1.0085892264632941e-13 1.4052823202163317e-10 1.2684460485468077e-07 5.110224284070844e-05 1.409126358768074e-05 1.9897536969033e-08 0.21835819430067502 2.11447566820015e-08 1.7659468131378593e-07 6.916918494487188e-08 1.9756230815161924e-06 7.316230908797443e-08 3.8308859726350274e-08 3.5868728314350505e-07 1.5526619011262443e-08 3.3401593503887174e-10 3.051419326663915e-11 1.3628451530290849e-08 8.40499860389278e-12 7.40482752877452e-13 2.0458102514780945e-08 8.272638573091247e-19 4.337779022952981e-09 4.838925835147842e-09 5.433712698380268e-09 1.2258449603524255e-08 7.735440252883203e-09 5.892904692010882e-10 5.839456981946044e-09 4.40396753606531e-10 7.96324144631636e-09 8.784262691132866e-09 0.71873123451257
0.3 800.0761059295133 229.66190582331598 0.0004630939071454142 0.06284836593352085 9.965086153970211e-13 5.704799708918744e-13 4.802255135136318e-10 4.1541136297222405e-07 8.41609391320109e-05 4.1438208488755095e-05 6.248794046015473e-08 0.21834539063256145 7.18694811456419e-08 5.643669567058154e-07 2.6221617044899253e-07 6.872483634190668e-06 3.021640355283953e-07 1.518908480056241e-07 1.3736929791571391e-06 6.692714038272672e-08 9.757501590576744e-10 1.6097518774020603e-10 4.370082517864856e-08 4.96598018653555e-11 4.100486154192849e-12 5.861688247873368e-08 2.066308962293234e-18 1.1840016503887682e-08 1.2760826070082494e-08 1.407999928195522e-08 3.144647737111059e-08 1.970255683695411e-08 1.994580637858916e-09 1.4798424197353728e-08 1.1060359592837969e-09 2.725264155393668e-08 2.6065143410572647e-08 0.7186702357390597
0.30625 800.1636810034312 229.77327535911235 0.0004628694486944595 0.06285330707347653 3.814665942663573e-12 2.065305771421156e-12 1.100302052944816e-09 8.345936404021522e-07 0.00010961783956702585 7.665636161350568e-05 1.2219693364325293e-07 0.21832835738904185 1.464522282402376e-07 1.1031325935680684e-06 5.804883883569744e-07 1.4208484235332325e-05 7.027236146616622e-07 3.433419908571381e-07 3.069559972913712e-06 1.6015954336622246e-07 1.8476092953483062e-09 4.468209985621443e-10 9.367859170070024e-08 1.4990274513253224e-10 1.2525865665794019e-11 1.1593658072403648e-07 3.510026491172163e-18 2.2319948948753178e-08 2.3177683935131864e-08 2.5037054047280458e-08 5.5176716995674816e-08 3.422705456084265e-08 4.1843828278364756e-09 2.5510439501781917e-08 1.8799044081564474e-09 5.853768268066239e-08 4.759230953784051e-08 0.718610279381767
